Unnamed: 0,enzyme,centers,plddt_res,plddt_atom,representative,enzyme_class,mainclass,subclass,subsubclass,designation,uniq_designation,uniq_fold,hierarchical,enzyme_name
187190,P0C1X8,"(-15.2311, 5.7686, -5.9397)",58.287110187110194,59.39257538377193,F1SPM8,2.7.11.1,2,7,11,1,51,3627,51,AF_P0C1X8
160754,O81905,"(4.9528, 27.6553, -15.6688)",82.52727058823528,82.50755892751916,Q9SY95,2.7.11.1,2,7,11,1,51,877,51,AF_O81905
105524,G5EFM9,"(-9.6289, 0.2505, 5.9804)",85.42135761589404,85.87953928424517,Q9HC98,2.7.11.1,2,7,11,1,51,5244,51,AF_G5EFM9
23206,Q5AGC7,"(-3.5473, 7.6148, 5.8462)",88.37172297297298,88.40761306532663,Q54W07,2.7.11.1,2,7,11,1,51,1360,51,AF_Q5AGC7
139956,Q721S2,"(8.2369, 9.5847, -0.7031)",79.14343949044586,79.14598207008964,C1L1G4,2.7.11.1,2,7,11,1,51,161,51,AF_Q721S2
180235,Q9Y1J3,"(-10.9826, 4.7853, 5.49)",74.80705974842768,75.49266205533597,Q9Y1J3,2.7.11.1,2,7,11,1,51,10771,51,AF_Q9Y1J3
890,O14019,"(-17.2753, 2.0739, 0.6546)",66.56149371069182,68.08815181518152,P25333,2.7.11.1,2,7,11,1,51,605,51,AF_O14019
70979,Q09792,"(-14.7562, 7.0741, 1.8799)",64.0722807017544,64.47723259762309,Q09792,2.7.11.1,2,7,11,1,51,7265,51,AF_Q09792
14295,Q62761,"(-0.6675, 11.6212, -8.1239)",82.06641025641026,82.88898113207546,Q9CAI5,2.7.11.1,2,7,11,1,51,2607,51,AF_Q62761
9033,E9PSL7,"(-4.1368, 25.3452, 13.5717)",69.31666180048661,69.62974846960422,O14578,2.7.11.1,2,7,11,1,51,2483,51,AF_E9PSL7
223667,Q55CY9,"(16.1716, 10.071, -4.6265)",60.11006033182504,60.25412142992245,Q55CY9,2.7.11.1,2,7,11,1,51,11706,51,AF_Q55CY9
85017,Q7RX99,"(6.8999, 7.3956, -7.8067)",64.94897727272728,65.58200079766019,A2QIL5,2.7.11.1,2,7,11,1,51,1716,51,AF_Q7RX99
142962,B7ZR30,"(0.1155, 11.8818, -25.5424)",73.89794736842104,74.85846751592356,Q7SY52,2.7.11.1,2,7,11,1,51,3935,51,AF_B7ZR30
128966,Q93V58,"(-15.5036, 11.6743, -16.0959)",82.90954545454544,83.28992005116726,Q93V58,2.7.11.1,2,7,11,1,51,9387,51,AF_Q93V58
92036,Q6AX33,"(-10.0631, -4.0923, -15.8111)",54.55302294197031,55.15436803455724,Q3U214,2.7.11.1,2,7,11,1,51,1500,51,AF_Q6AX33
120015,Q7FAZ3,"(2.4113, 23.6307, -34.715)",85.23151291512916,85.55941389063484,O64477,2.7.11.1,2,7,11,1,51,1599,51,AF_Q7FAZ3
76356,Q822R1,"(14.5352, -3.5298, -13.9578)",82.41569579288026,82.63866639725197,Q7AJA5,2.7.11.1,2,7,11,1,51,3696,51,AF_Q822R1
26977,Q9RRH3,"(-1.1898, 6.1062, -5.775)",88.54664670658683,88.81721106027452,Q9RRH3,2.7.11.1,2,7,11,1,51,4480,51,AF_Q9RRH3
48276,Q4WHP3,"(-6.071, 5.0439, 7.0805)",61.5022208588957,61.95116854288885,Q5BBL3,2.7.11.1,2,7,11,1,51,4356,51,AF_Q4WHP3
4253,Q9XID3,"(6.5038, -22.4805, -29.4971)",81.13548854041012,81.55571895933947,O64477,2.7.11.1,2,7,11,1,51,1599,51,AF_Q9XID3
181197,O64780,"(18.3712, 5.3988, -20.258)",83.84025798525799,83.83610730948679,Q9SY95,2.7.11.1,2,7,11,1,51,877,51,AF_O64780
146389,P53104,"(2.8569, 2.5167, -7.568)",63.39900780379041,63.99762017887088,Q8TFN2,2.7.11.1,2,7,11,1,51,2397,51,AF_P53104
89967,P0C0K4,"(-0.3523, -3.7594, -4.3884)",94.4648475609756,94.5112462908012,Q5PKB8,2.7.11.1,2,7,11,1,51,5107,51,AF_P0C0K4
138274,F4IVI0,"(-9.0101, -7.8454, 2.9553)",86.49167619047618,87.15269364968599,F4IVI0,2.7.11.1,2,7,11,1,51,9665,51,AF_F4IVI0
51916,Q6PCN3,"(-12.9443, -2.5865, 2.0683)",50.60745412844037,51.767134091137706,Q6IQ55,2.7.11.1,2,7,11,1,51,6263,51,AF_Q6PCN3
26503,O01427,"(1.0649, 9.1201, -8.2598)",86.37308196721312,86.68301755818702,O01427,2.7.11.1,2,7,11,1,51,932,51,AF_O01427
172271,C1EZZ5,"(1.3015, -4.4907, -14.2057)",81.05431250000001,80.99130672926448,C1L1G4,2.7.11.1,2,7,11,1,51,161,51,AF_C1EZZ5
127340,Q5L5J7,"(-20.5272, 6.1078, 31.9894)",82.9959914255091,83.36771636845593,Q6MAN0,2.7.11.1,2,7,11,1,51,6008,51,AF_Q5L5J7
170531,Q8BPM2,"(-9.9386, -0.7126, 10.439)",73.68101534828808,74.13050710545998,Q61161,2.7.11.1,2,7,11,1,51,3495,51,AF_Q8BPM2
224481,Q6K968,"(-5.6064, 5.0114, 13.2852)",75.54746788990826,76.0681162845663,Q38870,2.7.11.1,2,7,11,1,51,4780,51,AF_Q6K968
135133,F1NBT0,"(13.9481, 19.0685, -3.1061)",73.67027863777089,75.03731032732809,Q7SY52,2.7.11.1,2,7,11,1,51,3935,51,AF_F1NBT0
23538,Q852Q1,"(-21.3751, 7.904, 2.3826)",79.3819449901768,80.18123753950887,Q02723,2.7.11.1,2,7,11,1,51,4172,51,AF_Q852Q1
66112,Q9UQY9,"(-7.3907, -7.7769, 6.7198)",82.21631701631702,82.39273854136638,Q8SR83,2.7.11.1,2,7,11,1,51,6623,51,AF_Q9UQY9
136576,Q96L34,"(-6.0556, 6.3423, 3.8893)",66.44496010638298,67.69117089153302,Q9P0L2,2.7.11.1,2,7,11,1,51,1347,51,AF_Q96L34
103743,A2XFF4,"(-21.6773, 6.5653, 1.0619)",79.82159448818898,80.67663250366031,Q02723,2.7.11.1,2,7,11,1,51,4172,51,AF_A2XFF4
30507,A5A7I7,"(-8.8064, -21.3175, -22.878)",74.68967684021543,75.19323778949781,Q38870,2.7.11.1,2,7,11,1,51,4780,51,AF_A5A7I7
27713,Q03407,"(-5.7159, 3.168, -13.2802)",60.62556135770235,61.23681773236652,Q03407,2.7.11.1,2,7,11,1,51,4544,51,AF_Q03407
1931,P0C0M7,"(2.8503, -1.6881, -17.0257)",78.58220125786163,78.35879173290938,C1L1G4,2.7.11.1,2,7,11,1,51,161,51,AF_P0C0M7
180466,Q9SRH7,"(-4.4469, 10.1291, -6.7455)",74.51675510204082,75.07324817518247,F4J0D2,2.7.11.1,2,7,11,1,51,6471,51,AF_Q9SRH7
64254,Q8SQR2,"(1.1571, 9.5437, -6.6452)",85.34946540880502,85.49173828881146,B9VVJ6,2.7.11.1,2,7,11,1,51,3329,51,AF_Q8SQR2
19440,C0LGG6,"(-15.2908, -25.4537, -8.6658)",85.50142694063926,86.02127141828653,Q8L4H4,2.7.11.1,2,7,11,1,51,3332,51,AF_C0LGG6
53589,Q5RAJ5,"(7.1136, 5.8441, 25.5473)",80.62104182509506,80.96660891089108,Q5RAJ5,2.7.11.1,2,7,11,1,51,6384,51,AF_Q5RAJ5
57356,A9VFH8,"(3.1909, -4.6616, -7.3174)",93.8554109589041,94.00598065083554,A5N217,2.7.11.1,2,7,11,1,51,2106,51,AF_A9VFH8
212414,Q0V7T5,"(-25.6167, 3.9096, 1.6545)",76.86070257611242,77.22504801920769,Q0V7T5,2.7.11.1,2,7,11,1,51,11474,51,AF_Q0V7T5
45892,Q8INB9,"(-6.8012, -7.1354, 6.094)",72.85140752864159,74.24540422885572,Q8INB9,2.7.11.1,2,7,11,1,51,5908,51,AF_Q8INB9
153806,Q39010,"(-5.808, 2.596, 9.9974)",86.19873786407769,86.88695319669623,P21965,2.7.11.1,2,7,11,1,51,5316,51,AF_Q39010
85301,A2XQD3,"(-12.6059, -15.4887, -27.6698)",85.83865598027127,86.2163674878393,O64477,2.7.11.1,2,7,11,1,51,1599,51,AF_A2XQD3
84593,P97477,"(-11.4769, 5.6634, 4.4195)",75.42526582278482,76.76176601141407,A4IGM9,2.7.11.1,2,7,11,1,51,2300,51,AF_P97477
16220,Q9QY78,"(21.2533, 13.7759, -19.8154)",85.10957727873183,85.6516261098323,Q5ZJB4,2.7.11.1,2,7,11,1,51,3444,51,AF_Q9QY78
220778,Q2PJ68,"(7.82, 10.0117, -1.9287)",86.85377969762418,87.14505483028721,Q96BR1,2.7.11.1,2,7,11,1,51,2074,51,AF_Q2PJ68
174366,P87248,"(-14.6712, 9.3637, 2.9016)",63.24514074074074,63.51295131653722,P87248,2.7.11.1,2,7,11,1,51,10618,51,AF_P87248
132791,Q9SI06,"(21.7878, -3.9748, 0.4737)",84.41409192825114,84.70241576242147,Q8L4H4,2.7.11.1,2,7,11,1,51,3332,51,AF_Q9SI06
173533,C0HKC8,"(-15.6103, 7.3974, -6.5484)",70.60113095238096,70.90057186234817,Q9QYZ6,2.7.11.1,2,7,11,1,51,5035,51,AF_C0HKC8
24517,Q8WQ99,"(-4.9284, -2.8391, -12.9334)",79.14012285012285,80.58827713059472,Q9CAI5,2.7.11.1,2,7,11,1,51,2607,51,AF_Q8WQ99
222756,Q9N0X0,"(-9.4584, -3.6061, 5.2059)",78.77220930232558,79.5197397903867,A4IGM9,2.7.11.1,2,7,11,1,51,2300,51,AF_Q9N0X0
24843,F4JY37,"(-5.7438, -8.8731, -7.9819)",76.17123718887262,76.49863674614306,F4JY37,2.7.11.1,2,7,11,1,51,4296,51,AF_F4JY37
23334,Q9H093,"(-14.7513, -4.1958, 1.0646)",62.41716560509553,63.57967564259485,Q641K5,2.7.11.1,2,7,11,1,51,4154,51,AF_Q9H093
82330,O75914,"(-12.8829, 6.3475, -0.2791)",72.63681574239713,72.83372369624885,Q2VWQ3,2.7.11.1,2,7,11,1,51,12,51,AF_O75914
140900,Q04982,"(-16.9367, -1.8118, 8.0092)",67.10607049608355,68.48171394997483,Q5R5M7,2.7.11.1,2,7,11,1,51,3679,51,AF_Q04982
78832,Q61UC4,"(-0.9656, -0.7805, 10.0015)",61.71151664611591,62.99443318556049,Q07292,2.7.11.1,2,7,11,1,51,3047,51,AF_Q61UC4
9435,Q8MVR1,"(-5.9488, 13.3242, -8.2182)",52.47445838084378,53.176220556227335,Q8MVR1,2.7.11.1,2,7,11,1,51,2548,51,AF_Q8MVR1
151034,Q1ZXH2,"(-6.6238, 6.1094, -6.0576)",53.73115586690018,53.88162981075909,Q1ZXH2,2.7.11.1,2,7,11,1,51,10021,51,AF_Q1ZXH2
58611,Q8LKZ1,"(-11.9482, 8.5452, -34.1306)",81.34211038961037,81.67203888812816,Q8L4H4,2.7.11.1,2,7,11,1,51,3332,51,AF_Q8LKZ1
197986,Q03533,"(-12.096, 7.1913, 6.5263)",64.85068259385666,65.78147039827772,Q03533,2.7.11.1,2,7,11,1,51,11148,51,AF_Q03533
76272,Q869N2,"(-9.1884, 4.6013, 8.3089)",59.80308685446009,60.48905686334455,Q5BBL3,2.7.11.1,2,7,11,1,51,4356,51,AF_Q869N2
32370,Q6H9I1,"(-4.4136, 11.007, -5.3845)",64.65169117647058,65.69919794065845,A2QIL5,2.7.11.1,2,7,11,1,51,1716,51,AF_Q6H9I1
95745,Q75JN1,"(-13.2345, -1.7052, -32.018)",59.8061,60.46422243304386,Q75JN1,2.7.11.1,2,7,11,1,51,8227,51,AF_Q75JN1
174762,Q8TDC3,"(-6.3054, 9.2396, 2.9316)",65.7,67.18872244488978,B2DD29,2.7.11.1,2,7,11,1,51,8655,51,AF_Q8TDC3
2429,Q65X23,"(0.0486, 9.4469, -8.2303)",68.67101449275361,69.49737728194727,Q6EU49,2.7.11.1,2,7,11,1,51,1145,51,AF_Q65X23
146474,O49318,"(-3.8456, -1.5531, 6.3545)",85.32846975088968,85.33457490808824,P47735,2.7.11.1,2,7,11,1,51,1013,51,AF_O49318
206631,Q7ZTW4,"(-5.0725, -1.552, -12.3002)",79.30801385681293,80.2784515195369,Q96BR1,2.7.11.1,2,7,11,1,51,2074,51,AF_Q7ZTW4
122129,Q5XF57,"(-0.3742, -6.5073, 8.5282)",72.21359240069084,72.45523497267759,Q5XF57,2.7.11.1,2,7,11,1,51,9194,51,AF_Q5XF57
33662,G5EFU0,"(-6.6044, 7.9598, 3.9034)",70.92283524904215,71.529194015444,Q2VWQ3,2.7.11.1,2,7,11,1,51,12,51,AF_G5EFU0
213152,Q8QHF0,"(3.338, 5.4533, 1.7356)",85.0067724867725,85.40156618156618,Q8QHF0,2.7.11.1,2,7,11,1,51,4642,51,AF_Q8QHF0
3922,B3WFY8,"(8.9928, -3.055, -9.1691)",67.9980572597137,69.15577845839714,B3WFY8,2.7.11.1,2,7,11,1,51,1513,51,AF_B3WFY8
3939,Q6ZEZ5,"(-8.1859, 0.9779, 7.3707)",65.1011111111111,65.62005625270446,Q9LHI7,2.7.11.1,2,7,11,1,51,1517,51,AF_Q6ZEZ5
92421,Q8LPJ1,"(-8.2922, -4.7769, 5.456)",73.80185803757828,74.9309637605042,Q9CAI5,2.7.11.1,2,7,11,1,51,2607,51,AF_Q8LPJ1
114313,Q9BQI3,"(7.5206, -0.5117, 2.6266)",63.68792063492064,64.4568841304783,Q9Z2R9,2.7.11.1,2,7,11,1,51,4010,51,AF_Q9BQI3
158164,Q5A649,"(-2.4825, 13.455, -9.9774)",66.79912470023982,67.75992806856443,Q8TFN2,2.7.11.1,2,7,11,1,51,2397,51,AF_Q5A649
63337,O22971,"(-7.0463, -12.5864, -1.8311)",71.73494023904382,72.5899799247177,Q2RBF0,2.7.11.1,2,7,11,1,51,782,51,AF_O22971
9614,Q86IX1,"(-7.2798, 5.7929, 2.1645)",58.58822252374491,59.13623276915023,Q86IX1,2.7.11.1,2,7,11,1,51,2578,51,AF_Q86IX1
94896,Q55CW2,"(1.2035, 4.0624, -9.4093)",52.54077714285714,53.12596523721328,Q55CW2,2.7.11.1,2,7,11,1,51,8190,51,AF_Q55CW2
2202,Q6ZI44,"(-2.548, 2.3319, -12.3961)",78.00671232876712,78.62318692543413,Q7XKA8,2.7.11.1,2,7,11,1,51,1079,51,AF_Q6ZI44
33718,Q32PI1,"(-0.1414, 8.4533, -10.5836)",85.4525,86.02459417110623,Q80X41,2.7.11.1,2,7,11,1,51,5043,51,AF_Q32PI1
149377,Q62406,"(0.8489, -3.1592, -7.2484)",67.96384507042254,69.22869621184259,Q2LGB3,2.7.11.1,2,7,11,1,51,4492,51,AF_Q62406
203058,Q9SJ61,"(-9.9217, 11.1629, 7.4971)",73.43957692307693,73.54516113399563,Q38870,2.7.11.1,2,7,11,1,51,4780,51,AF_Q9SJ61
198563,Q552C1,"(-6.4388, 3.8654, 4.2178)",41.69066237942123,42.12758658008658,Q552C1,2.7.11.1,2,7,11,1,51,11159,51,AF_Q552C1
172908,C3P2P9,"(1.7486, -3.8724, -14.1149)",80.64525,80.58636862745098,C1L1G4,2.7.11.1,2,7,11,1,51,161,51,AF_C3P2P9
184793,Q9FE20,"(4.2209, -3.0983, -6.2585)",75.67633771929826,76.21388481084132,Q6I5Q6,2.7.11.1,2,7,11,1,51,6051,51,AF_Q9FE20
7646,Q8WXR4,"(6.3637, -1.2328, -18.4349)",75.0948471290082,75.66989806415411,Q1EG27,2.7.11.1,2,7,11,1,51,2257,51,AF_Q8WXR4
119653,P35169,"(15.5645, -7.3869, 20.3238)",75.71095546558705,76.14501565656566,O14356,2.7.11.1,2,7,11,1,51,3908,51,AF_P35169
92910,O54863,"(-7.2793, 2.0133, 5.6194)",82.56103351955306,82.87518235498437,Q8C1R0,2.7.11.1,2,7,11,1,51,8112,51,AF_O54863
228249,O64556,"(-1.2239, -10.0795, 4.8641)",84.08937286202965,84.46123440860215,Q8L4H4,2.7.11.1,2,7,11,1,51,3332,51,AF_O64556
215703,Q0GGW5,"(2.3156, 1.3001, -9.0798)",78.65261363636364,79.24283299914065,Q9WTK7,2.7.11.1,2,7,11,1,51,5057,51,AF_Q0GGW5
46797,O88351,"(9.6012, 17.2744, -23.4321)",85.72290620871863,86.21378787878788,Q5ZJB4,2.7.11.1,2,7,11,1,51,3444,51,AF_O88351
199079,Q6ZQ29,"(-1.2635, 7.2323, -19.9631)",66.68343548387097,67.43422841396203,Q6GPK9,2.7.11.1,2,7,11,1,51,4684,51,AF_Q6ZQ29
155306,Q86UE8,"(-6.3927, -4.8586, -14.0004)",71.67257772020726,73.19811271723242,Q86UE8,2.7.11.1,2,7,11,1,51,2695,51,AF_Q86UE8
224209,Q39202,"(-17.9951, 10.2494, -24.2027)",79.67266826923077,80.03555251973285,O64477,2.7.11.1,2,7,11,1,51,1599,51,AF_Q39202
120780,Q40518,"(-1.9382, 1.8213, -11.345)",86.42422982885084,86.96405156537753,Q96287,2.7.11.1,2,7,11,1,51,806,51,AF_Q40518
96631,P54744,"(-10.4978, 8.4661, 9.6662)",83.1256109324759,83.6381884524576,A0QNG1,2.7.11.1,2,7,11,1,51,3159,51,AF_P54744
47004,Q9WUT3,"(5.4454, 2.2481, -16.2954)",77.45341064120055,77.6517992488904,O75676,2.7.11.1,2,7,11,1,51,1237,51,AF_Q9WUT3
126531,Q96J92,"(0.9843, 8.0253, -10.7143)",57.51282381335479,58.88864351314262,Q7TPK6,2.7.11.1,2,7,11,1,51,5996,51,AF_Q96J92
215184,P32742,"(14.0798, 3.4032, -26.1726)",76.75513414634148,76.86244522751647,P32742,2.7.11.1,2,7,11,1,51,11542,51,AF_P32742
15500,Q9SGP2,"(15.988, 1.7163, -11.1917)",86.62242971887551,86.59110154006787,P47735,2.7.11.1,2,7,11,1,51,1013,51,AF_Q9SGP2
11772,Q6DT37,"(-43.6408, -0.5348, 16.8303)",73.28094132817536,73.88460314843813,Q80UW5,2.7.11.1,2,7,11,1,51,2126,51,AF_Q6DT37
228792,Q54RZ7,"(-40.5397, -15.4339, 26.9602)",49.8499082007344,50.32442611469924,Q54RZ7,2.7.11.1,2,7,11,1,51,11796,51,AF_Q54RZ7
8775,O74536,"(-6.688, 19.539, -1.868)",70.92190972222221,71.51256581786792,P0DP15,2.7.11.1,2,7,11,1,51,2442,51,AF_O74536
171929,C0LGL4,"(-29.1768, 13.5136, -1.9204)",84.67060227272728,84.96506957394922,Q8L4H4,2.7.11.1,2,7,11,1,51,3332,51,AF_C0LGL4
69121,Q90XV6,"(-2.1644, 4.644, -3.8213)",85.68969999999999,86.10784158415842,Q8QHF0,2.7.11.1,2,7,11,1,51,4642,51,AF_Q90XV6
91964,Q92918,"(-5.3112, -6.1725, 16.3664)",68.70477791116447,69.28827795975667,Q61161,2.7.11.1,2,7,11,1,51,3495,51,AF_Q92918
210842,P50527,"(-13.2434, 6.965, -4.3423)",65.85279635258358,66.42282066391671,Q2VWQ3,2.7.11.1,2,7,11,1,51,12,51,AF_P50527
16649,Q9EQY0,"(-17.0357, -5.6406, -2.5381)",73.87974411463665,74.56899330587024,Q09499,2.7.11.1,2,7,11,1,51,3504,51,AF_Q9EQY0
145247,Q8C1R0,"(7.0276, -4.7159, 4.213)",82.05575268817203,82.44500000000001,Q8C1R0,2.7.11.1,2,7,11,1,51,8112,51,AF_Q8C1R0
1125,Q9FJI4,"(15.3141, -0.5838, -10.086)",84.5573037037037,84.62045316647706,O04534,2.7.11.1,2,7,11,1,51,705,51,AF_Q9FJI4
218642,Q60EZ2,"(5.5994, 8.879, -1.0128)",87.14818407960199,87.77313456134873,Q96287,2.7.11.1,2,7,11,1,51,806,51,AF_Q60EZ2
140582,Q6Z2M9,"(4.5924, 7.268, -13.1486)",78.70957854406129,79.50813226744185,Q9ZSA3,2.7.11.1,2,7,11,1,51,2225,51,AF_Q6Z2M9
207687,Q75LR7,"(6.651, -1.2244, -8.4367)",78.93783625730994,79.910379513633,Q7XKA8,2.7.11.1,2,7,11,1,51,1079,51,AF_Q75LR7
21649,Q63185,"(16.7002, -0.0715, -21.8281)",63.092935483870974,63.81153027823241,Q9Z2R9,2.7.11.1,2,7,11,1,51,4010,51,AF_Q63185
132082,P51139,"(3.8197, -5.8247, -10.9625)",86.4932116788321,87.26309040590404,Q96287,2.7.11.1,2,7,11,1,51,806,51,AF_P51139
227665,Q8N752,"(2.5764, 0.8601, 6.8168)",91.2586350148368,91.87190684133915,B9VVJ6,2.7.11.1,2,7,11,1,51,3329,51,AF_Q8N752
44282,Q2RBF0,"(-7.6913, 13.8457, 0.2187)",78.05105990783409,78.45266819352993,Q2RBF0,2.7.11.1,2,7,11,1,51,782,51,AF_Q2RBF0
152350,Q6AVI8,"(-5.3668, -0.332, 5.5901)",74.64482578397214,75.07893801377472,A0A5K1K8H0,2.7.11.1,2,7,11,1,51,3136,51,AF_Q6AVI8
41815,Q9LUL2,"(-3.4664, 0.0647, 9.9975)",73.95925000000001,74.3076126008852,Q9FG74,2.7.11.1,2,7,11,1,51,2161,51,AF_Q9LUL2
176043,P33973,"(-3.2654, 6.475, -4.812)",76.73271284271284,77.64436949022614,P33973,2.7.11.1,2,7,11,1,51,10671,51,AF_P33973
16748,P25389,"(5.8144, 11.1903, -1.2164)",57.71407907425265,58.23057553956836,Q12263,2.7.11.1,2,7,11,1,51,2568,51,AF_P25389
190218,Q6CVA2,"(-10.2351, 6.8371, 2.3283)",56.19009100101112,56.63471020194072,P0CY23,2.7.11.1,2,7,11,1,51,6989,51,AF_Q6CVA2
17460,O70126,"(-10.62, -3.2778, 4.4898)",79.84907246376811,80.83141930835735,A4IGM9,2.7.11.1,2,7,11,1,51,2300,51,AF_O70126
17746,Q5S006,"(0.4891, 16.8808, -33.7422)",76.87328848436881,77.05745643901462,Q5S006,2.7.11.1,2,7,11,1,51,3616,51,AF_Q5S006
14788,Q96S44,"(-2.4171, 5.0046, -6.5419)",91.0315019762846,91.5688181818182,Q54W07,2.7.11.1,2,7,11,1,51,1360,51,AF_Q96S44
143161,Q7XJR9,"(-0.6072, -5.4739, 7.9961)",78.6015761821366,78.93001095050371,Q9ZSA3,2.7.11.1,2,7,11,1,51,2225,51,AF_Q7XJR9
